"File","Path","Line","Kind","Name"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10463","assigned function","GRM.GetDemotionRecommendString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10491","assigned function","GRM.GetSpecialRecommendString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10525","assigned function","GRM.GetNameChangeString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10536","assigned function","GRM.GetLeftOrKickString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10633","assigned function","GRM.GetCustomNoteChangeString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10656","assigned function","GRM.GetGuildNameChangeString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10667","assigned function","GRM.GetBanLogString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10689","assigned function","GRM.GetBanLogUpdateAndEditString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10721","assigned function","GRM.GetUnBanString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10732","assigned function","GRM.GetBanStatusSyncString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10760","assigned function","GRM.GetJoinOrRejoinString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10942","assigned function","GRM.GetEventString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10968","assigned function","GRM.GetDeathString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","10980","assigned function","GRM.ReProcessLogString"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11113","assigned function","GRM.ReprocessAllLogEntriesToCurrentLanguage"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11128","assigned function","GRM.RecordLeftGuildChanges"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11257","assigned function","GRM.RemoveLineBreaks"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11266","assigned function","GRM.RecordCustomNoteChanges"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11295","assigned function","GRM.SetCustomNote"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11368","assigned function","GRM.SetJoinDateToCustomNote"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11409","assigned function","GRM.IsAnyCustomNoteLarge"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11427","assigned function","GRM.GetPlayerGuildRep"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11441","assigned function","GRM.IsPresenceOnline"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11453","assigned function","GRM.GetPlayerRace"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11471","assigned function","GRM.VerifyAllRankDates"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11529","assigned function","GRM.VerifyAllJoinDates"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11587","assigned function","GRM.GetNumUnverifiedJoinDates"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11605","assigned function","GRM.GetNumUnverifiedPromoDates"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11632","assigned function","GRM.NotificationCheck"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11681","assigned function","GRM.NotificationIndependentChecker"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11716","assigned function","GRM.SetBirthdayFrameLogic"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11750","assigned function","GRM.SetBirthday"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11841","assigned function","GRM.CleanupBirthdays"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11893","assigned function","GRM.GetEventYear"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11905","assigned function","GRM.GetEventMonth"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11916","assigned function","GRM.GetEventMonthEnumResult"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11923","assigned function","GRM.GetEventDay"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11934","assigned function","GRM.IsCalendarEventAlreadyAdded"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11970","assigned function","GRM.IsOnAnnouncementList"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","11998","assigned function","GRM.RemoveFromCalendarQue"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12019","assigned function","GRM.RemoveAllFromEventQue"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12054","assigned function","GRM.CalendarQueCheck"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12070","assigned function","GRM.GetAnniversaryLogReport"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12085","assigned function","GRM.GetBirthdayLogReport"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12103","assigned function","GRM.ResetPlayerEvent"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12112","assigned function","GRM.CleanupEventsFromplayers"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12133","assigned function","GRM.InsertNewEvent"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12191","assigned function","GRM.AddAnnouncementToCalendar"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12236","assigned function","GRM.RemoveItemFromLog"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12278","assigned function","GRM.ClearAllLogLinesWithinRange"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12316","assigned function","GRM.ResetLogReport"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12334","assigned function","GRM.LogSetLastValue"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12342","assigned function","GRM.LogSetFirstValue"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12350","assigned function","GRM.LogToolHybridShiftDown"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12376","assigned function","GRM.LogToolHybridShiftUP"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12403","assigned function","GRM.ConfigureChangesHeader"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12435","assigned function","GRM.SetLogValues"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12493","assigned function","GRM.GetOperatorsFromText"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12510","assigned function","GRM.GetSearchLog"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12663","assigned function","GRM.SetColoredLines"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12688","assigned function","GRM.BuildLogComplete"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12711","assigned function","GRM.BuildLog"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12820","assigned function","GRM.BuildCoreLogFontstrings"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12934","assigned function","GRM.RefreshLogTooltip"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","12978","assigned function","GRM.ResetLogStringPoints"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13007","assigned function","GRM.AddOldLogHeader"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13014","assigned function","GRM.AddNewChangesHeader"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13021","assigned function","GRM.convertToArrayFormat"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13062","assigned function","GRM.BuildCustomNoteScrollFrame"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13129","assigned function","GRM.InitializeDropDownDay"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13209","assigned function","GRM.InitializeDropDownYear"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13276","assigned function","GRM.InitializeDropDownMonth"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13340","assigned function","GRM.SetJoinDate"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13466","assigned function","GRM.PlayerHasJoinDate"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13483","assigned function","GRM.SetPromoDate"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13558","assigned function","GRM.SetAllIncompleteJoinUnknown"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13622","assigned function","GRM.SetAllIncompletePromoUnknown"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13666","assigned function","GRM.SetAllIncompleteBdayUnknown"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13728","assigned function","GRM.DateSubmitCancelResetLogic"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13906","assigned function","GRM.SetDateButtonConfiguration"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13948","assigned function","GRM.GetRecordedDate"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","13975","assigned function","GRM.SetDateSelectFrame"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14027","assigned function","GRM.IsGuildieAnOfficer"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14037","assigned function","GRM.GetPlayerRankPermissions"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14047","assigned function","GRM.GetFirstOfficerRank"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14063","assigned function","GRM.IsOfficerRankByIndex"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14073","assigned function","GRM.IsPlayerAnOfficer"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14080","assigned function","GRM.GetRankIndex"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14105","assigned function","GRM.BuildRankList"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14115","assigned function","GRM.OnRankChange"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14239","assigned function","GRM.PopulateOptionsRankDropDown"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14350","assigned function","GRM.PopulateBanListOptionsDropDown"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14467","assigned function","GRM.PopulateDefaultDropDownRankMenu"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14550","assigned function","GRM.CreateRankDropDownMenu"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14602","assigned function","GRM.CreateDropDownMenu"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14652","assigned function","GRM.PopulateClassDropDownMenu"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14745","assigned function","GRM.PopulateMainTagDropdown"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14816","assigned function","GRM.PopulateDefaultTabDropdown"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","14879","assigned function","GRM.PopulateLanguageDropdown"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15052","assigned function","GRM.PopulateFontDropdown"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15149","assigned function","GRM.PopulateTimestampFormatDropDown"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15252","assigned function","GRM.Populate24HrDropDown"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15323","assigned function","GRM.SetGroupInviteButton"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15377","assigned function","GRM.CreateOptionsRankDropDown"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15475","assigned function","GRM.ClearPromoDateHistory"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15501","assigned function","GRM.ClearJoinDateHistory"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15537","assigned function","GRM.ResetPlayerMetaData"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15619","assigned function","GRM.ResetAllSavedData"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15684","assigned function","GRM.ResetGuildSavedData"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15746","assigned function","GRM.CheckForNewPlayer"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15886","assigned function","GRM.GetParsedNameFromInviteAnnouncmenet"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15912","assigned function","GRM.LiveKickDetection"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15945","assigned function","GRM.SendBannedSyncMessageForAlts"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","15997","assigned function","GRM.BanAndKickingAltsByPlayer"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16067","assigned function","GRM.GetPlayerKickedFromButton"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16097","assigned function","GRM.KickButtonLogic"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16143","assigned function","GRM.KickAction"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16192","assigned function","GRM.GetPromotionText"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16222","assigned function","GRM.GetDeomotionText"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16271","assigned function","GRM.AddToLiveScanQue"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16295","assigned function","GRM.ProcessLiveScanQue"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16328","assigned function","GRM.SetNextTrue"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16353","assigned function","GRM.SystemMessageLiveDetectionControl"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16496","assigned function","GRM.LiveJoinDetection"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16511","assigned function","GRM.LivePromoteOrDemoteDetection"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16562","assigned function","GRM.LiveLeaveDetection"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16594","assigned function","GRM.GetParsedplayerName"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16611","assigned function","GRM.GetParsedJoinPlayerName"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16621","assigned function","GRM.GetParsedKickPlayerNames"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16676","assigned function","GRM.RemoveBan"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16705","assigned function","GRM.UnBanplayer"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16721","assigned function","GRM.BanListUnban"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","16746","assigned function","GRM.PopulateMemberDetails"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17182","assigned function","GRM.RemoveBanSendSyncMessage"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17223","assigned function","GRM.FactionIcon"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17253","assigned function","GRM.DeathStatus"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17297","assigned function","GRM.ClearAllFrames"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17331","assigned function","GRM.ClearResetFramesOnTabChange"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17344","assigned function","GRM.SubFrameCheck"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17371","assigned function","GRM.SelectPlayerOnRoster"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17389","assigned function","GRM.DateUntrustedTag"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17406","assigned function","GRM.GetPlayerWhoBanned"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17428","assigned function","GRM.GetBannedPlayersWithGUIDs"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17455","assigned function","GRM.GetBannedPlayersStillInGuild"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17474","assigned function","GRM.SyncRemoveCurrentPlayerBan"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17492","assigned function","GRM.SyncAddCurrentPlayerBan"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17507","assigned function","GRM.ChangeCurrentPlayerBanReason"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17522","assigned function","GRM.GetNumberOfPlayerSBannedCurrentlyInGuild"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17548","assigned function","GRM.GetSortedBanListNamesWithDetails"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17725","assigned function","GRM.IsAnyBanHighlighted"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17742","assigned function","GRM.ClearAllBanHighlights"
"GRM_Core.lua","C:\Program Files (x86)\World of Warcraft\_retail_\Interface\AddOns\Guild_Roster_Manager\GRM_Core.lua","17753","assigned function","GRM.IsBanNameOnList"
